name,uid,guid,id,height,weight,age,position,jersey,salary,birthDate,headshot,lastName,experience,college,birthPlace,height_cm,team,hand
Tyrese Haliburton,s:40~l:46~a:4396993,c4a0ba924e5060afa6173345255115a7,4396993,"6' 5""",185 lbs,21,PG,0,"$4,023,600",02/29/00,https://a.espncdn.com/i/headshots/nba/players/full/4396993.png,Tyrese Haliburton,1,Iowa State,"Oshkosh, WI",195.57999999999998,Sacramento Kings,
Maurice Harkless,s:40~l:46~a:6591,2c0c03b9aefc9fd80609fd3ae01a4301,6591,"6' 7""",220 lbs,28,SF,8,"$4,347,600",05/11/93,https://a.espncdn.com/i/headshots/nba/players/full/6591.png,Maurice Harkless,9,St. John's,"Queens, NY",200.66,Sacramento Kings,
Buddy Hield,s:40~l:46~a:2990984,2ca1d65c40ac444090348a6c954e876c,2990984,"6' 4""",220 lbs,28,SG,24,"$22,768,890",12/17/92,https://a.espncdn.com/i/headshots/nba/players/full/2990984.png,Buddy Hield,5,Oklahoma,"Freeport, GB",193.04,Sacramento Kings,
Richaun Holmes,s:40~l:46~a:2993370,a98f1dec06a1b68a4ea37d59f7f78e62,2993370,"6' 10""",235 lbs,28,C,22,"$10,384,500",10/15/93,https://a.espncdn.com/i/headshots/nba/players/full/2993370.png,Richaun Holmes,6,Bowling Green,"Lockport, IL",208.28,Sacramento Kings,
Damian Jones,s:40~l:46~a:3064559,56efcebd5649df81b4584d4a7ef2f59b,3064559,"6' 11""",245 lbs,26,C,30,"$1,977,011",06/30/95,https://a.espncdn.com/i/headshots/nba/players/full/3064559.png,Damian Jones,5,Vanderbilt,"Baton Rouge, LA",210.82,Sacramento Kings,
Louis King,s:40~l:46~a:4397103,891b790360f1506e4482d61fcfcb9090,4397103,"6' 7""",205 lbs,22,PF,23,0,04/06/99,https://a.espncdn.com/i/headshots/nba/players/full/4397103.png,Louis King,2,Oregon,"Secaucus, NJ",200.66,Sacramento Kings,
Alex Len,s:40~l:46~a:2596107,56df8855ab0a659aeed2ccb77a2b77f7,2596107,"7' 0""",250 lbs,28,C,25,"$3,732,000",06/16/93,https://a.espncdn.com/i/headshots/nba/players/full/2596107.png,Alex Len,8,Maryland,"Antratsit, Ukraine",213.36,Sacramento Kings,
Chimezie Metu,s:40~l:46~a:3914283,2ec16e8d110592541e1c527dba298b5e,3914283,"6' 9""",225 lbs,24,PF,7,"$1,762,796",03/22/97,https://a.espncdn.com/i/headshots/nba/players/full/3914283.png,Chimezie Metu,3,USC,"Lawndale, CA",205.74,Sacramento Kings,
Davion Mitchell,s:40~l:46~a:4278053,b35bafd93d933a83c88a6c08e851afa3,4278053,"6' 0""",202 lbs,23,PG,15,"$4,603,320",09/05/98,https://a.espncdn.com/i/headshots/nba/players/full/4278053.png,Davion Mitchell,0,Baylor,"Hinesville, GA",182.88,Sacramento Kings,
Neemias Queta,s:40~l:46~a:4397424,b8e37325e0f0e077d2418fc8eecf3cdc,4397424,"7' 0""",248 lbs,22,C,88,0,07/13/99,https://a.espncdn.com/i/headshots/nba/players/full/4397424.png,Neemias Queta,0,Utah State,"Barreiro, Portugal",213.36,Sacramento Kings,
Tristan Thompson,s:40~l:46~a:6474,3a17515023defe0b9258ab5ab8808609,6474,"6' 9""",254 lbs,30,C,13,"$9,720,900",03/13/91,https://a.espncdn.com/i/headshots/nba/players/full/6474.png,Tristan Thompson,10,Texas,"Brampton, ON",205.74,Sacramento Kings,
Moses Brown,s:40~l:46~a:4397126,fda5f791c73e010f8810bebc2627680b,4397126,"7' 2""",245 lbs,22,C,9,"$1,701,593",10/13/99,https://a.espncdn.com/i/headshots/nba/players/full/4397126.png,Moses Brown,2,UCLA,"Queens, NY",218.44000000000003,Dallas Mavericks,
Sterling Brown,s:40~l:46~a:3057187,615c98cca85ff2d2a5350bf623868694,3057187,"6' 5""",219 lbs,26,SF,0,"$3,000,000",02/10/95,https://a.espncdn.com/i/headshots/nba/players/full/3057187.png,Sterling Brown,4,SMU,"Maywood, IL",195.57999999999998,Dallas Mavericks,
Jalen Brunson,s:40~l:46~a:3934672,89519c75cf8a38e71151b6247a2d4535,3934672,"6' 1""",190 lbs,25,PG,13,"$1,802,057",08/31/96,https://a.espncdn.com/i/headshots/nba/players/full/3934672.png,Jalen Brunson,2,Villanova,"New Brunswick, NJ",185.42,Dallas Mavericks,
Reggie Bullock,s:40~l:46~a:2528779,aa25f4ed7be0dd09ba2859aaa11c7a95,2528779,"6' 6""",205 lbs,30,SF,25,"$9,536,000",03/16/91,https://a.espncdn.com/i/headshots/nba/players/full/2528779.png,Reggie Bullock,7,North Carolina,"Baltimore, MD",198.12,Dallas Mavericks,
Trey Burke,s:40~l:46~a:2579260,950e4a57b2256e04556f5be67455f748,2579260,"6' 0""",185 lbs,29,PG,3,"$3,150,000",11/12/92,https://a.espncdn.com/i/headshots/nba/players/full/2579260.png,Trey Burke,7,Michigan,"Columbus, OH",182.88,Dallas Mavericks,B
Luka Doncic,s:40~l:46~a:3945274,583794eb0f389bbd3e259dd33b7f83b8,3945274,"6' 7""",230 lbs,22,PG,77,"$10,174,391",02/28/99,https://a.espncdn.com/i/headshots/nba/players/full/3945274.png,Luka Doncic,4,,"Ljubljana, Slovenia",200.66,Dallas Mavericks,
Josh Green,s:40~l:46~a:4432811,bdf3dd8e-e191-302c-b644-766185e11053,4432811,"6' 5""",200 lbs,21,SG,8,"$2,957,520",11/16/00,https://a.espncdn.com/i/headshots/nba/players/full/4432811.png,Josh Green,1,Arizona,"Sydney, NSW",195.57999999999998,Dallas Mavericks,
Maxi Kleber,s:40~l:46~a:2960236,d06ad72226ff58651433061e2e6fbb32,2960236,"6' 10""",240 lbs,29,PF,42,"$8,975,000",01/29/92,https://a.espncdn.com/i/headshots/nba/players/full/2960236.png,Maxi Kleber,3,,"Wurzburg, Germany",208.28,Dallas Mavericks,
Boban Marjanovic,s:40~l:46~a:4376,f8a8f558d16ab6698518c00aef5f4847,4376,"7' 3""",290 lbs,33,C,51,"$3,500,000",08/15/88,https://a.espncdn.com/i/headshots/nba/players/full/4376.png,Boban Marjanovic,5,,"Zajecar, Serbia",220.98000000000002,Dallas Mavericks,
JaQuori McLaughlin,s:40~l:46~a:4066496,047355b1e0b0193b7963464af0bcbfa7,4066496,"6' 4""",190 lbs,23,PG,30,0,01/29/98,https://a.espncdn.com/i/headshots/nba/players/full/4066496.png,JaQuori McLaughlin,0,UC Santa Barbara,"Tacoma, WA",193.04,Dallas Mavericks,
Frank Ntilikina,s:40~l:46~a:4230547,960a65ebc815b94c9fc02712bd4fd93f,4230547,"6' 4""",200 lbs,23,PG,21,"$1,669,178",07/28/98,https://a.espncdn.com/i/headshots/nba/players/full/4230547.png,Frank Ntilikina,2,,"Ixelles, Belgium",193.04,Dallas Mavericks,
Eugene Omoruyi,s:40~l:46~a:4066410,bad4d5b30052d2261ca086a3d67f3f65,4066410,"6' 6""",235 lbs,24,SF,2,0,02/14/97,https://a.espncdn.com/i/headshots/nba/players/full/4066410.png,Eugene Omoruyi,0,Oregon,"Rexdale, ON",198.12,Dallas Mavericks,R
Kristaps Porzingis,s:40~l:46~a:3102531,a1f467e25304c8c1db2380fe313c3d7c,3102531,"7' 3""",240 lbs,26,C,6,"$31,650,600",08/02/95,https://a.espncdn.com/i/headshots/nba/players/full/3102531.png,Kristaps Porzingis,4,,"Liepaja, Latvia",220.98000000000002,Dallas Mavericks,
Dwight Powell,s:40~l:46~a:2531367,c18853c26b2f5060a8708eb770b4b881,2531367,"6' 10""",240 lbs,30,C,7,"$11,080,125",07/20/91,https://a.espncdn.com/i/headshots/nba/players/full/2531367.png,Dwight Powell,6,Stanford,"Toronto, ON",208.28,Dallas Mavericks,
Armoni Brooks,s:40~l:46~a:4066450,3e295d27c8422801a2e253a0542cd22e,4066450,"6' 3""",195 lbs,23,SG,7,"$1,489,065",06/05/98,https://a.espncdn.com/i/headshots/nba/players/full/4066450.png,Armoni Brooks,0,Houston,"Round Rock, TX",190.5,Houston Rockets,
Josh Christopher,s:40~l:46~a:4432168,d750d8b2-8a65-3b80-9854-c2083cb4ba1e,4432168,"6' 3""",215 lbs,19,SG,9,"$2,259,240",12/08/01,https://a.espncdn.com/i/headshots/nba/players/full/4432168.png,Josh Christopher,0,Arizona State,"Carson, CA",190.5,Houston Rockets,
Usman Garuba,s:40~l:46~a:4871143,86e5b6f5-77cb-327f-a8ca-8bf1183d63ca,4871143,"6' 8""",229 lbs,19,PF,16,"$2,353,320",03/09/02,https://a.espncdn.com/i/headshots/nba/players/full/4871143.png,Usman Garuba,0,,,203.2,Houston Rockets,
Eric Gordon,s:40~l:46~a:3431,97c558f788e5ac8747dd1c978cf29134,3431,"6' 3""",215 lbs,32,SG,10,"$18,218,818",12/25/88,https://a.espncdn.com/i/headshots/nba/players/full/3431.png,Eric Gordon,12,Indiana,"Indianapolis, IN",190.5,Houston Rockets,
Jalen Green,s:40~l:46~a:4437244,e9d2d871-df56-3068-8d5f-e3fc27f49a96,4437244,"6' 4""",186 lbs,19,SG,0,"$8,992,200",02/09/02,https://a.espncdn.com/i/headshots/nba/players/full/4437244.png,Jalen Green,0,,"Merced, CA",193.04,Houston Rockets,
Garrison Mathews,s:40~l:46~a:3913180,fdeab1798e3a6206a336412ef2916015,3913180,"6' 5""",215 lbs,25,SG,25,0,10/24/96,https://a.espncdn.com/i/headshots/nba/players/full/3913180.png,Garrison Mathews,1,Lipscomb,"Franklin, TN",195.57999999999998,Houston Rockets,
Daishen Nix,s:40~l:46~a:4432176,28e70758-9b7e-3929-8c68-2e5d0abf9339,4432176,"6' 4""",226 lbs,19,SG,15,0,02/13/02,https://a.espncdn.com/i/headshots/nba/players/full/4432176.png,Daishen Nix,0,,"Fairbanks, AK",193.04,Houston Rockets,
David Nwaba,s:40~l:46~a:3062744,7a2b9d55e3cbe7116ea83f88d2140c31,3062744,"6' 5""",219 lbs,28,SF,2,"$4,650,000",01/14/93,https://a.espncdn.com/i/headshots/nba/players/full/3062744.png,David Nwaba,4,Cal Poly,"Los Angeles, CA",195.57999999999998,Houston Rockets,R
Alperen Sengun,s:40~l:46~a:4871144,dad4f5fb-9739-38ac-b3b5-5d7937c29232,4871144,"6' 10""",243 lbs,19,C,28,"$3,214,680",07/25/02,https://a.espncdn.com/i/headshots/nba/players/full/4871144.png,Alperen Sengun,0,,,208.28,Houston Rockets,
Daniel Theis,s:40~l:46~a:2451037,ce75206c087f83ace6f9a8e3efbd9671,2451037,"6' 9""",245 lbs,29,C,27,"$8,280,351",04/04/92,https://a.espncdn.com/i/headshots/nba/players/full/2451037.png,Daniel Theis,4,,"Salzgitter, Germany",205.74,Houston Rockets,
John Wall,s:40~l:46~a:4237,cc52762422ecec9cd08152d37b011a64,4237,"6' 3""",210 lbs,31,PG,1,"$44,310,840",09/06/90,https://a.espncdn.com/i/headshots/nba/players/full/4237.png,John Wall,10,Kentucky,"Raleigh, NC",190.5,Houston Rockets,L
Christian Wood,s:40~l:46~a:3058254,4761286afeb82ea2d371dbf677ddf5eb,3058254,"6' 9""",214 lbs,26,C,35,"$13,666,667",09/27/95,https://a.espncdn.com/i/headshots/nba/players/full/3058254.png,Christian Wood,4,UNLV,"Palmdale, CA",205.74,Houston Rockets,
Steven Adams,s:40~l:46~a:2991235,1173a08695c4a53b2b283a646057f63f,2991235,"6' 11""",265 lbs,28,C,4,"$17,073,171",07/20/93,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,Steven Adams,7,Pittsburgh,"Rotorua, New Zealand",210.82,Memphis Grizzlies,
Santi Aldama,s:40~l:46~a:4593125,e1717a84-e7f6-3697-9dce-b101dfa9f386,4593125,"6' 11""",215 lbs,20,PF,7,"$1,994,520",01/10/01,https://a.espncdn.com/i/headshots/nba/players/full/4593125.png,Santi Aldama,0,Loyola (MD),"Las Palmas De Gas, Spain",210.82,Memphis Grizzlies,
Kyle Anderson,s:40~l:46~a:2993874,0b5e3fdc796dc463655c9c8f6622bcd0,2993874,"6' 9""",230 lbs,28,SF,1,"$9,937,150",09/20/93,https://a.espncdn.com/i/headshots/nba/players/full/2993874.png,Kyle Anderson,6,UCLA,"Fairview, NJ",205.74,Memphis Grizzlies,L
Desmond Bane,s:40~l:46~a:4066320,10c8715d6e1c40de59cb625bf16ebbc7,4066320,"6' 5""",215 lbs,23,SG,22,"$2,033,160",06/25/98,https://a.espncdn.com/i/headshots/nba/players/full/4066320.png,Desmond Bane,0,TCU,"Richmond, IN",195.57999999999998,Memphis Grizzlies,
Dillon Brooks,s:40~l:46~a:3155526,653c07b5853714acf4c6b4e37919aca0,3155526,"6' 7""",225 lbs,25,SF,24,"$12,200,000",01/22/96,https://a.espncdn.com/i/headshots/nba/players/full/3155526.png,Dillon Brooks,3,Oregon,"Mississauga, ON",200.66,Memphis Grizzlies,
Brandon Clarke,s:40~l:46~a:3906665,ac9aa77ddbe630648bef208071246a63,3906665,"6' 8""",215 lbs,25,PF,15,"$2,726,880",09/19/96,https://a.espncdn.com/i/headshots/nba/players/full/3906665.png,Brandon Clarke,1,Gonzaga,"Vancouver, BC",203.2,Memphis Grizzlies,
Jarrett Culver,s:40~l:46~a:4277928,343415f5ba4d54328c23a0de18ca5855,4277928,"6' 6""",195 lbs,22,G,23,"$6,395,160",02/20/99,https://a.espncdn.com/i/headshots/nba/players/full/4277928.png,Jarrett Culver,1,Texas Tech,"Dallas, TX",198.12,Memphis Grizzlies,
Tyus Jones,s:40~l:46~a:3135046,c4cddbcc957d6182fa3366d045c64fc6,3135046,"6' 0""",196 lbs,25,PG,21,"$8,376,286",05/10/96,https://a.espncdn.com/i/headshots/nba/players/full/3135046.png,Tyus Jones,5,Duke,"Burnsville, MN",182.88,Memphis Grizzlies,
John Konchar,s:40~l:46~a:3134932,d4c8df921ba032dc7329fd611c2cd134,3134932,"6' 5""",210 lbs,25,SG,46,"$2,200,000",03/22/96,https://a.espncdn.com/i/headshots/nba/players/full/3134932.png,John Konchar,1,,"West Chicago, IL",195.57999999999998,Memphis Grizzlies,
Sam Merrill,s:40~l:46~a:4066757,a6c39d1a517fa8cf84e2d027e825ab82,4066757,"6' 4""",205 lbs,25,SG,25,"$1,517,981",05/15/96,https://a.espncdn.com/i/headshots/nba/players/full/4066757.png,Sam Merrill,0,Utah State,"Bountiful, UT",193.04,Memphis Grizzlies,
Ja Morant,s:40~l:46~a:4279888,de5f87e08571a730ade46d00d10b8577,4279888,"6' 3""",174 lbs,22,PG,12,"$9,603,360",08/10/99,https://a.espncdn.com/i/headshots/nba/players/full/4279888.png,Ja Morant,1,Murray State,"Dalzell, SC",190.5,Memphis Grizzlies,
Yves Pons,s:40~l:46~a:4278116,3a9c3a0639ec429e2094d1f3356f8353,4278116,"6' 5""",206 lbs,22,SG,5,0,05/07/99,https://a.espncdn.com/i/headshots/nba/players/full/4278116.png,Yves Pons,0,Tennessee,"Fuveau, France",195.57999999999998,Memphis Grizzlies,
Killian Tillie,s:40~l:46~a:4066651,6116adf9da9b87b4f1c92d4bf53761a1,4066651,"6' 9""",220 lbs,23,C,35,0,03/05/98,https://a.espncdn.com/i/headshots/nba/players/full/4066651.png,Killian Tillie,0,Gonzaga,"Cagnes-sur-Mer, France",205.74,Memphis Grizzlies,
Xavier Tillman,s:40~l:46~a:4277964,4b87dfe226392c402e6e056b8ade82b5,4277964,"6' 8""",245 lbs,22,C,2,"$1,517,981",01/12/99,https://a.espncdn.com/i/headshots/nba/players/full/4277964.png,Xavier Tillman,0,Michigan State,"Grand Rapids, MI",203.2,Memphis Grizzlies,R
Ziaire Williams,s:40~l:46~a:4433137,ddb32530-906d-3a8e-94c6-e72430294a1a,4433137,"6' 9""",185 lbs,20,SG,8,"$4,373,040",09/12/01,https://a.espncdn.com/i/headshots/nba/players/full/4433137.png,Ziaire Williams,0,Stanford,"Lancaster, CA",205.74,Memphis Grizzlies,
Jose Alvarado,s:40~l:46~a:4277869,18344833a1083e67e097893870b766ce,4277869,"6' 0""",179 lbs,23,PG,15,0,04/12/98,https://a.espncdn.com/i/headshots/nba/players/full/4277869.png,Jose Alvarado,0,Georgia Tech,"Brooklyn, NY",182.88,New Orleans Pelicans,
Gary Clark,s:40~l:46~a:3132042,86545aa9f7c6f0ae4e0b5a62f0a28d0c,3132042,"6' 6""",225 lbs,27,F,12,,11/16/94,https://a.espncdn.com/i/headshots/nba/players/full/3132042.png,Gary Clark,2,Cincinnati,"Clayton, NC",198.12,New Orleans Pelicans,
Josh Hart,s:40~l:46~a:3062679,4384c489e5e6695a1c5fb3e66edcb897,3062679,"6' 5""",215 lbs,26,SG,3,"$12,000,000",03/06/95,https://a.espncdn.com/i/headshots/nba/players/full/3062679.png,Josh Hart,4,Villanova,"Silver Spring, MD",195.57999999999998,New Orleans Pelicans,B
Jaxson Hayes,s:40~l:46~a:4397077,4cd92ac173ce653dc3b19c68e9c7a4d0,4397077,"6' 11""",220 lbs,21,C,10,"$5,348,280",05/23/00,https://a.espncdn.com/i/headshots/nba/players/full/4397077.png,Jaxson Hayes,2,Texas,"Norman, OK",210.82,New Orleans Pelicans,
Willy Hernangomez,s:40~l:46~a:2999409,c9306a928d58f03d131cec2ef2a9a417,2999409,"6' 11""",250 lbs,27,C,9,"$2,327,220",05/27/94,https://a.espncdn.com/i/headshots/nba/players/full/2999409.png,Willy Hernangomez,5,,"Madrid, Spain",210.82,New Orleans Pelicans,
Daulton Hommes,s:40~l:46~a:4423888,5b18b5772d9d44f0babd47feae396ccc,4423888,"6' 8""",215 lbs,25,SF,34,0,07/04/96,https://a.espncdn.com/i/headshots/nba/players/full/4423888.png,Daulton Hommes,0,Point Loma,"Lynden, WA",203.2,New Orleans Pelicans,
Brandon Ingram,s:40~l:46~a:3913176,735792cabca36babe2ed68f39ccc7270,3913176,"6' 8""",190 lbs,24,SF,14,"$29,467,800",09/02/97,https://a.espncdn.com/i/headshots/nba/players/full/3913176.png,Brandon Ingram,5,Duke,"Kinston, NC",203.2,New Orleans Pelicans,
Herbert Jones,s:40~l:46~a:4277813,5ac233a0cc93d5497dc8fe769e4ce1d4,4277813,"6' 7""",206 lbs,23,SF,5,"$1,700,000",10/06/98,https://a.espncdn.com/i/headshots/nba/players/full/4277813.png,Herbert Jones,0,Alabama,"Greensboro, AL",200.66,New Orleans Pelicans,
Didi Louzada,s:40~l:46~a:4423885,1a93bcfa1afa0dcf7aa6e7c83f32f3cf,4423885,"6' 5""",188 lbs,22,SF,0,"$1,786,878",07/02/99,https://a.espncdn.com/i/headshots/nba/players/full/4423885.png,Didi Louzada,1,,"Rio De Janeiro, Brazil",195.57999999999998,New Orleans Pelicans,
Naji Marshall,s:40~l:46~a:4278594,cdbdcd50106baad8204e49201a429b51,4278594,"6' 7""",220 lbs,23,SF,8,"$1,517,981",01/24/98,https://a.espncdn.com/i/headshots/nba/players/full/4278594.png,Naji Marshall,1,Xavier,"Atlantic City, NJ",200.66,New Orleans Pelicans,
Tomas Satoransky,s:40~l:46~a:6621,42b1cdebf3b717ab634e04546db551d3,6621,"6' 7""",210 lbs,30,SG,31,"$10,000,000",10/30/91,https://a.espncdn.com/i/headshots/nba/players/full/6621.png,Tomas Satoransky,5,,"Prague, Czech Republic",200.66,New Orleans Pelicans,
Garrett Temple,s:40~l:46~a:4023,4db0d5c9fcda03269e731d0b3b409658,4023,"6' 5""",195 lbs,35,SF,41,"$4,910,000",05/08/86,https://a.espncdn.com/i/headshots/nba/players/full/4023.png,Garrett Temple,11,LSU,"Baton Rouge, LA",195.57999999999998,New Orleans Pelicans,
Jonas Valanciunas,s:40~l:46~a:6477,585a3d05447b8a2fbfed56049d1c04ba,6477,"6' 11""",265 lbs,29,C,17,"$14,000,000",05/06/92,https://a.espncdn.com/i/headshots/nba/players/full/6477.png,Jonas Valanciunas,9,,"Utena, Lithuania",210.82,New Orleans Pelicans,
Zion Williamson,s:40~l:46~a:4395628,34e5ec5d10b3ba592ba13a3be9a1be22,4395628,"6' 6""",284 lbs,21,PF,1,"$10,733,400",07/06/00,https://a.espncdn.com/i/headshots/nba/players/full/4395628.png,Zion Williamson,2,Duke,"Salisbury, NC",198.12,New Orleans Pelicans,L
Devontae Cacok,s:40~l:46~a:3946974,ae24fc97c1310804219f512be79964d1,3946974,"6' 7""",240 lbs,25,PF,16,0,10/08/96,https://a.espncdn.com/i/headshots/nba/players/full/3946974.png,Devontae Cacok,1,North Carolina-Wilmington,"Chicago, IL",200.66,San Antonio Spurs,
Zach Collins,s:40~l:46~a:4066650,c68386fb23ff62e4b2b03f8843a3f35c,4066650,"6' 11""",250 lbs,24,PF,23,"$7,000,000",11/19/97,https://a.espncdn.com/i/headshots/nba/players/full/4066650.png,Zach Collins,4,Gonzaga,"Las Vegas, NV",210.82,San Antonio Spurs,
Drew Eubanks,s:40~l:46~a:3914285,8bde669061ad5afc76fa469e5df59ec8,3914285,"6' 9""",245 lbs,24,PF,14,"$1,762,796",02/01/97,https://a.espncdn.com/i/headshots/nba/players/full/3914285.png,Drew Eubanks,2,Oregon State,"Troutdale, OR",205.74,San Antonio Spurs,
Bryn Forbes,s:40~l:46~a:2994526,c3f0a4f22873213c3af4fa28b37b90b4,2994526,"6' 2""",205 lbs,28,SG,7,"$4,500,000",07/23/93,https://a.espncdn.com/i/headshots/nba/players/full/2994526.png,Bryn Forbes,3,Michigan State,"Lansing, MI",187.96,San Antonio Spurs,
Keldon Johnson,s:40~l:46~a:4395723,691dfac035e1b597c503f0211c8f7f6f,4395723,"6' 6""",220 lbs,22,SF,3,"$2,145,720",10/11/99,https://a.espncdn.com/i/headshots/nba/players/full/4395723.png,Keldon Johnson,1,Kentucky,"South Hill, VA",198.12,San Antonio Spurs,B
Tre Jones,s:40~l:46~a:4395626,98f3f8f5c8df8c657de5524a78fff469,4395626,"6' 1""",185 lbs,21,PG,33,"$1,517,981",01/08/00,https://a.espncdn.com/i/headshots/nba/players/full/4395626.png,Tre Jones,0,Duke,"Apple Valley, MN",185.42,San Antonio Spurs,
Jock Landale,s:40~l:46~a:3146557,90d9555fb6765eb27e6b5b359799602c,3146557,"6' 11""",255 lbs,26,C,34,"$925,258",10/25/95,https://a.espncdn.com/i/headshots/nba/players/full/3146557.png,Jock Landale,0,Saint Mary's,"E Malvern, VIC",210.82,San Antonio Spurs,
Doug McDermott,s:40~l:46~a:2528588,a0c3d73548472320d1115b2d023b4bed,2528588,"6' 7""",225 lbs,29,SF,17,"$13,750,000",01/03/92,https://a.espncdn.com/i/headshots/nba/players/full/2528588.png,Doug McDermott,7,Creighton,"Grand Forks, ND",200.66,San Antonio Spurs,
Dejounte Murray,s:40~l:46~a:3907497,069547d066e579d206ac195011e77472,3907497,"6' 4""",180 lbs,25,PG,5,"$15,428,880",09/19/96,https://a.espncdn.com/i/headshots/nba/players/full/3907497.png,Dejounte Murray,3,Washington,"Seattle, WA",193.04,San Antonio Spurs,
Jakob Poeltl,s:40~l:46~a:3134908,a5b22bdbe9e3f48272f906db2e339aff,3134908,"7' 1""",245 lbs,26,C,25,"$8,750,000",10/15/95,https://a.espncdn.com/i/headshots/nba/players/full/3134908.png,Jakob Poeltl,4,Utah,"Vienna, Austria",215.9,San Antonio Spurs,
Joshua Primo,s:40~l:46~a:4702176,98ea7b07-aef4-32b5-a393-2e77c467ddd2,4702176,"6' 4""",189 lbs,18,SG,11,"$3,946,800",12/24/02,https://a.espncdn.com/i/headshots/nba/players/full/4702176.png,Joshua Primo,0,Alabama,"Toronto, ON",193.04,San Antonio Spurs,
Devin Vassell,s:40~l:46~a:4395630,4a925ef3a49b2fc8b55eda12e9bcfdb6,4395630,"6' 5""",200 lbs,21,SG,24,"$4,235,160",08/23/00,https://a.espncdn.com/i/headshots/nba/players/full/4395630.png,Devin Vassell,0,Florida State,"Suwanee, GA",195.57999999999998,San Antonio Spurs,
Derrick White,s:40~l:46~a:3078576,8aba42b74c1e6ccd315097691c299668,3078576,"6' 4""",190 lbs,27,PG,4,"$15,178,571",07/02/94,https://a.espncdn.com/i/headshots/nba/players/full/3078576.png,Derrick White,3,Colorado,"Parker, CO",193.04,San Antonio Spurs,
Joe Wieskamp,s:40~l:46~a:4397033,194965772b4ff47820f6ed89d669525f,4397033,"6' 6""",205 lbs,22,SF,15,0,08/23/99,https://a.espncdn.com/i/headshots/nba/players/full/4397033.png,Joe Wieskamp,0,Iowa,"Muscatine, IA",198.12,San Antonio Spurs,
Thaddeus Young,s:40~l:46~a:3244,2f6738bf131716a49fb244464533ef77,3244,"6' 8""",235 lbs,33,PF,30,"$14,190,000",06/21/88,https://a.espncdn.com/i/headshots/nba/players/full/3244.png,Thaddeus Young,13,Georgia Tech,"New Orleans, LA",203.2,San Antonio Spurs,
